"Video ID",Title,Description,Length,Published
QRn73BhlDJY,"Earth: Planet of Altered States","Natural and human-caused change captured in these extraordinary image sequences covering years and decades of time. Read about the individual sequences on: http://earthobservatory.nasa.gov/Features/WorldOfChange/index.php Earth is constantly changing. Some changes are a natural part of the climate system, such as the seasonal expansion and contraction of the Arctic sea ice pack. The responsibility for other changes, such as the Antarctic ozone hole, falls squarely on humanity's shoulders. NASA's World of Change series documents how our planet's land, oceans, atmosphere, and Sun are changing over time. Mt. St. Helens The devastation of the May 18, 1980, eruption of Mt. St. Helens and the gradual recovery of the surrounding landscape is documented in this series of satellite images from 1979--2009. Aral Sea A massive irrigation project in the Kyzylkum Desert of central Asia has devastated the Aral Sea over the past 50 years. These images show the continued decline of the Southern Aral Sea in the past decade, as well as the first steps of recovery in the Northern Aral Sea in recent years. Dubai To expand the possibilities for beachfront tourist development, Dubai, part of the United Arab Emirates, undertook a massive engineering project to create hundreds of artificial islands along its Persian Gulf coastline. Yellowstone In 1988, wildfires raced through Yellowstone National Park, consuming hundreds of thousands of acres. This series of Landsat images tracks the landscape's slow recovery through 2008. Southeast Australia Drought has taken a severe toll on croplands in Southeast Australia during many years this decade. Colorado River Combined with human demands, a multi-year drought in the Upper Colorado River Basin caused a dramatic drop in the Colorado River's Lake Powell in the early part of the 2000 decade. The lake began to recover in the latter part of the decade, but as of May 2010, it was still less than 60 percent of capacity. Antarctica In the early 1980s, scientists began to realize that CFCs were creating a thin spot—a hole—in the ozone layer over Antarctica every spring. This series of satellite images shows the ozone hole on the day of its maximum depth each year from 1979 through 2008. Amazon The state of Rondônia in western Brazil is one of the most deforested parts of the Amazon. This series shows deforestation on the frontier in the northwestern part of the state between 2000 and 2008. Larsen B Ice Shelf In early 2002, scientists monitoring daily satellite images of the Antarctic Peninsula watched in amazement as almost the entire Larsen B Ice Shelf splintered and collapsed in just over one month. They had never witnessed such a large area disintegrate so rapidly. West Virginia Based on data from NASA's Landsat 5 satellite, these natural-color (photo-like) images document the growth of the Hobet mine in Boone County, West Virginia, as it expands from ridge to ridge between 1984 to 2009. Iraq In the years following the Second Gulf War, Iraqi residents began reclaiming the country's nearly decimated Mesopotamian marshes. This series of images documents the transformation of the fabled landscape between 2000 and 2009. Yellow River Delta Once free to wander up and down the coast of the North China Plain, the Yellow River Delta has been shaped by levees, canals, and jetties in recent decades.","3m 16s","2010-07-01T20:50:11Z"
qEhhVmxYSNI,"Gulf Oil Eruption in 1080p: Where the slick is going","Watch this and other space videos at http://SpaceRip.com Best viewed in full screen 1080p. Using satellites, scientists have been tracking the movement of BP's Deep Water Horizon oil slick as currents have pushed it closer and closer to the Gulf Coast. Now, scientists at the National Center for Atmospheric Research have used supercomputers to simulate its path in coming months as it moves up the Atlantic seaboard in major ocean currents.","1m 26s","2010-06-18T21:24:51Z"
FDyszoB0A0c,"When Worlds Collide","Nearly 60 years ago, audiences thrilled to the destruction of the Earth in George Pal's classic film, ""When Worlds Collide."" The idea of a planetary smash-up is a staple of science fiction, but can it really happen? Astronomers using NASA's Spitzer Space Telescope think they've actually seen the aftermath of such a collision around another star. The story unfolded as Dr. Casey Lisse and his team studied disks around young stars. Once planets have formed astronomers think there are a lot of left-over asteroids in the system. They occasionally slam together and produce dusty debris. Spitzer's Infrared Spectrograph was designed to detect the faint glow from this material. By spreading the light out into its component colors, astronomers can look for the spectral fingerprints of different minerals. Our dusty star of interest is a faint speck known as HD 172555. It's about 100 light years away and 12 million years old which, compared to our 4.5 billion year old Sun, is like a baby born a few days ago. Studying its spectrum, Dr. Lisse and his colleagues realized they had found something very peculiar that they had not seen around other stars. Aside from the usual indicators of rocky rubble, they found features corresponding to tektite, obsidian, and silicon monoxide gas. What's strange is that tektite and obsidian are formed from molten materials. Tektites are hardened chunks of lava found around meteor impacts on Earth, and obsidian is volcanic glass. Vaporized rocks can form silicon monoxide gas. You don't get this kind of material by just smashing a couple of asteroids together. The evidence suggests something much more... cataclysmic. Imagine what would happen if our moon slammed, at high velocity, into a Mercury-sized planet. The resulting impact would eject a massive amount of molten material into space. As it cooled it would likely form tektite, obsidian, and silicon monoxide gas, explaining the features seen in the HD 172555 spectrum. It's amazing to think Spitzer may have caught the aftermath of such an incredible collision. But, it's not the first time astronomers have speculated about world-shattering events. In fact, similar things may have happened right here in our own back yard. Mercury is a strangely dense planet compared to the other worlds in the solar system. Now if it formed from the same stuff as Venus and Earth, why would it be any different? A world-shattering impact could be the answer. When planets form the lighter materials rise and denser ones sink to the core. Remove the outer, lighter layers and you're left with a denser planet, once what's left cools off. Looking to our neighbor Mars we see a massive impact scar in its Southern hemisphere. This area, known as the Hellas Basin, must have formed from an asteroid impact long ago. The resulting plume of molten material would have been blasted into space, some of it eventually reaching the ancient Earth. Even closer to home, most astronomers believe that our own moon was formed in a similar cataclysm. The theory is that a Mars-sized body grazed the still- forming Earth, generating a massive amount of molten debris. The orbiting rubble would clump together over time, forming the moon. The tektite and obsidian debris from such massive impacts would not last long around our sun, or others. Solar winds and gravitational interactions tend to sweep away the dust over time, and in a few tens of thousands of years the evidence would be erased. In the long history of our solar system, that's hardly the blink of any eye. The evidence may be long gone here, but seeing what may happen when worlds collide around a nearby star shows us it's not just science fiction after all.","5m 8s","2010-06-16T16:58:57Z"
12eO84E8k18,"A Super Jupiter Makes its Mark","This ESOCast video shows how astronomers, for the first time, were able to directly follow the motion of an exoplanet as it moved from one side of its host star to the other. The planet has the smallest orbit so far of all directly imaged exoplanets, lying almost as close to its parent star as Saturn is to the Sun. Scientists believe that it may have formed in a similar way to the giant planets in the Solar System. Because the star is so young, this discovery proves that gas giant planets can form within discs in only a few million years, a short time in cosmic terms. Only 12 million years old, or less than three-thousandths of the age of the Sun, Beta Pictoris is 75% more massive than our parent star. It is located about 60 light-years away towards the constellation of Pictor (the Painter) and is one of the best-known examples of a star surrounded by a dusty debris disc [1]. Earlier observations showed a warp of the disc, a secondary inclined disc and comets falling onto the star. ""Those were indirect, but tell-tale signs that strongly suggested the presence of a massive planet, and our new observations now definitively prove this,"" says team leader Anne-Marie Lagrange. ""Because the star is so young, our results prove that giant planets can form in discs in time-spans as short as a few million years."" Recent observations have shown that discs around young stars disperse within a few million years, and that giant planet formation must occur faster than previously thought. Beta Pictoris is now clear proof that this is indeed possible. The team used the NAOS-CONICA instrument (or NACO [2]), mounted on one of the 8.2-meter Unit Telescopes of ESO's Very Large Telescope (VLT), to study the immediate surroundings of Beta Pictoris in 2003, 2008 and 2009. In 2003 a faint source inside the disc was seen (eso0842), but it was not possible to exclude the remote possibility that it was a background star. In new images taken in 2008 and spring 2009 the source had disappeared! The most recent observations, taken during autumn 2009, revealed the object on the other side of the disc after a period of hiding either behind or in front of the star (in which case it is hidden in the glare of the star). This confirmed that the source indeed was an exoplanet and that it was orbiting its host star. It also provided insights into the size of its orbit around the star. The planet has a mass of about nine Jupiter masses and the right mass and location to explain the observed warp in the inner parts of the disc. ""Together with the planets found around the young, massive stars Fomalhaut and HR8799, the existence of Beta Pictoris b suggests that super-Jupiters could be frequent byproducts of planet formation around more massive stars,"" explains Gael Chauvin, a member of the team.","4m 41s","2010-06-10T22:41:29Z"
"90XFpu-65JY","Kilauea: Into the Night Volcano","The historic eruption of Hawaii's Kilauea volcano in 1959. Here's Nature red in tooth and claw, a most violent and beautiful sight to behold. Music by Kevin MacLeod of Incompetech.com.","2m 31s","2010-05-18T21:36:11Z"
NfwlpHWwvJk,"Portrait of Gliese 581","This ESOCast briefly describes the planetary mother lode detected around the red dwarf star Gliese 581. This star may be tiny, but it could harbor something big.","3m 49s","2010-05-13T18:42:09Z"
"Sh2-P8hG5-E","The Eerie Sounds Of Saturn","Hey Everyone, You can find our 4K UHD content and more great space and science shows on: https://www.magellantv.com/genres/space The Cassini spacecraft has been detecting intense radio emissions from the planet Saturn. They come from the planet's aurorae, where magnetic field lines thread the polar regions. These signals have been shifted into the range of human hearing and compressed in time. For more information about how NASA produced this track, go to... http://www.nasa.gov/mission_pages/cassini/multimedia/pia07966.html","2m 21s","2010-05-10T19:26:13Z"
DbkpdaPdwAk,"Pluto Red Outpost on the Final Frontier","Pluto was kicked off the list of major planets. It seems to have responded by turning a mysterious red color, according to scientists working with the Hubble Space Telescope. They're now trying to find out what makes its surface so dynamic. From the Space Telescope Science Institute.","2m 11s","2010-05-05T21:00:16Z"
"--X9zfgZtS0","Hubble Telescope Space-Shattering Discoveries","Tribute to the Hubble Space Telescope on its 20th anniversary in space. This beautiful video surveys the incredible accomplishments of this revolutionary instrument: everybody's favorite telescope.","15m 54s","2010-04-29T04:17:08Z"
hgxa_soWutg,"Hubble 20th Anniversary in Space","The famous Dr. J. stages an awards ceremony for the Hubble Space Telescope. He summarizes Hubble's major achievements and its central role in a revolution in our understanding of the universe.","9m 24s","2010-04-23T20:26:16Z"
6GbejVnYWJs,"Saturn Struck By Lightning","Saturn Cassini mission team members from NASA's Jet Propulsion Lab recount their observations of lightning bolts flashing in the outer regions of Saturn's atmosphere.","2m 28s","2010-04-21T16:59:56Z"
Kambs1N7nIM,"Global Temperature Puzzle","The last decade has been measured as the hottest on record all around the globe. This overall result is derived from a patchwork of readings with widely varying effects on local climates. Scientists agree that the change is being spurred by rising levels of carbon dioxide in the atmosphere. This clip was produced by NASA's Goddard Space Flight Center.","5m 49s","2010-03-31T20:46:40Z"
JkeglSqQMyQ,"Fly Down into the Marianas Trench","This is a flight down into a data visualization of the undersea mountains and trenches of the Pacific Ocean, ending up in the deepest part of the ocean, the Marianas Trench. The ""Challenger Deep"" is measured at 35,813 feet below the surface, or 10,915 meters. Courtesy of NOAA's Marine Geology and Geophysics Division.",47s,"2010-03-25T19:49:02Z"
CkV8RRRu7gE,"How to Wrangle a Giant Telescope Mirror","Fascinating account of how technicians remove a giant telescope mirror at the Very Large Telescope Array in Chile and then clean and refinish it.","9m 12s","2010-03-19T21:17:35Z"
ul4DHFWAmOY,"Titan Flying Down to Canyon Country","NASA scientists used radar data to reconstruct surface features on Titan, Saturn's largest moon. They found that this frigid methane world has some striking similarities to places on Earth. From NASA's Jet Propulsion Laboratory.","1m 18s","2010-03-05T15:47:46Z"
vCd3S4Yc8sU,"Mars Strange Volcano and Impact Features","Strange and beautiful are these new images from the HIRISE camera aboard the Mars Reconnaissance Orbiter. Courtesy NASA/JPL/University of Arizona.","2m 31s","2010-03-04T21:57:31Z"
uGcDed4xVD4,"Earth 100 Million Years From Now","For more 4K space, and more great History and Science than you'll ever watch, check out our sister network... https://www.magellantv.com/featured Earth's landmasses were not always what they are today. Continents formed as Earth's crustal plates shifted and collided over long periods of time. This video shows how today's continents are thought to have evolved over the last 600 million years, and where they'll end up in the next 100 million years. ABOUT US Here at SpaceRip, we value the exploration of the unknown. We surpass boundaries for the sake of uncovering the mysteries of the cosmos and what they may tell us about our origin and our future. With our videos, we hope to educate our viewers on how we fit into the universe, and more so how we can do our part to better it. We believe there is no better time to inform ourselves about the world around us. Our partnership with MagellanTV is aimed to educate viewers on our complex world to prepare for our rapidly changing future. Through our videos we hope to capture a variety of important topics with the overall goal of promoting positive discussion and action. Paleogeographic Views of Earth's History provided by Ron Blakey, Professor of Geology, Northern Arizona University.","3m 19s","2010-02-12T19:44:12Z"
5CR2n4xDFVM,"Saturn Rare Double Aurorae","Last year, Saturn moved into a rare position that allowed the Hubble Space Telescope to image its northern and southern aurorae at the same time. From ESA's HubbleCast, with the famous Dr. J.","4m 15s","2010-02-11T17:49:09Z"
SM7inRnkoA8,"Milky Way Hot and Cold","ESA's new Herschel Space Observatory and NASA's Spitzer Space Telescope combine to show the Milky Way at its coldest and hottest. From NASA/JPL/Caltech's Hidden Universe series.","2m 24s","2010-02-10T16:24:09Z"
"8LeDir65-AE","Orion Nebula, Buried Secrets","New infrared images of the fabled Orion Nebula, from the penetrating gaze of ESO's new Vista Telescope. From ESOCast, staring the famous Dr. J.","2m 45s","2010-02-10T15:25:11Z"
FIoBVYJs3js,"Earth's Frozen Frontiers","Adaptation of ""Frozen,"" the Science on a Sphere production from NASA's acclaimed Scientific Visualization Studio. This production was selected as a finalist in the Special Venue category at the 2009 Jackson Hole Wildlife Film Festival.","9m 30s","2010-02-09T21:54:56Z"
YPjXxKpM4DM,"Voyage to Pandora: First Interstellar Space Flight","Pandora is the idyllic blue world featured in the movie Avatar. Its location is a real place: Alpha Centauri, the nearest star to our Sun and the most likely destination for our first journey beyond the solar system. Remarkably, it's anti-matter, the science fiction fuel of choice that could take us there. Normally, it's only created in powerful jets that roar out of black holes. We can now produce small quantities in Earth-bound particle colliders. Will we journey out only to plunder other worlds? Or will we come in peace? The answer may depend on how we see Earth at that time in the distant future. The year is 2154. Our planet has been ruined by environmental catastrophe. In the movie Avatar, greedy prospectors from Earth descend on the world of an innocent hunter-gatherer people called the Na'vi. Their home is a lush moon far beyond our solar system called Pandora. Could such a place exist? And could our technology... and our appetite for exploration... one day send us hurtling out to reach it? In fact, the supposed site of this fictional solar system is one of our most likely interstellar targets, until a better destination turns up. Pandora orbits a fictional gas planet called Polyphemus. Its home is a real place... Alpha Centauri... the brightest star in the southern constellation of Centaurus. At 4.37 light years away, it's part of the closest star system to our sun. Alpha Centauri is actually two stars, A and B, one slightly larger and more luminous than our own sun, the other slightly smaller. The two stars orbit one other, swinging in as close as Saturn is to our Sun... then back out to the distance of Pluto. This means that any outer planets in this system... anything beyond, say, the orbit of Mars... would likely have been pulled away by the companion and flung out into space. For this reason, Alpha Centauri was not high on planet hunters' lists... until they began studying a star 45 light years away called ""Gamma Cephei."" It has a small companion star that goes around it every 76 years. Now, it seems... it also has at least one planet. That world is about the size of Jupiter, and it has planet hunters excited. Perhaps two-thirds of all the stars in our galaxy are in so-called binary relationships. That means there could be many more planets in our galaxy that astronomers once assumed. At least three teams are now conducting long-term studies of Alpha Centauri... searching for slight wobbles in the light of each companion star that could indicate the presence of planets. If they find a planet that passes in front of one of the stars, astronomers will begin intensive studies to find out what it's like. One of their most promising tools will be the James Webb Space Telescope, scheduled for launch in 2014 or 2015. From a position a million miles away from Earth, it will deploy a sun shield the size of a tennis court, and a mirror over 21 feet wide. The largest space telescope ever built, it will offer an extraordinary new window into potential solar systems like Alpha Centauri. With its infrared light detectors, this telescope will be able to discern the chemical composition of a planet's atmosphere... and perhaps whether it harbors a moon like Pandora. One prominent planet hunter predicted that if a habitable world is found at Alpha Centauri, the planning for a space mission would begin immediately. Here's that star duo as seen by the Cassini spacecraft just above the rings of Saturn. To actually get to this pair of stairs, you have to travel as far as the orbit of Saturn, then go another 30,000 times further. Put another way, if the distance to Alpha Centauri is the equivalent of New York to Chicago, then Saturn would be just... one meter away. So far, the immense distances of space have not stopped us from launching missions into deep space. In 1977, the twin Voyager spacecraft were each sent on their way aboard Titan 3 Centaur rockets. After a series of gravitational assists from the giant outer planets, the spacecraft are now flying out of the solar system at about 40,000 miles per hour. They are moving so quickly that they could whip around the Earth in just 45 minutes, twice as fast as the International Space Station. Voyager I has now traveled over 110 astronomical units. That's 110 times the distance from Earth to the Sun... or about 10 billion miles. But don't hold your breath. If it was headed in the right direction, it would need another 73,000 years to travel the 273,000 astronomical units to Alpha Centauri. When it comes to space travel, we've yet to realize the dream forged by rocketeers a century ago.","21m 8s","2010-02-08T20:31:12Z"
U3ioMmo07KQ,"Mars Flying Down to Frost Patches and Crater Floors","Revel in these new images from one of the greatest photo collections every assembled. From the HIRISE camera aboard the Mars Reconnaissance Orbiter, NASA/JPL/University of Arizona.","2m 10s","2010-02-07T03:43:18Z"
xC6J57DmsW8,"Mars Making Tracks","The greatest feel-good story in science today. The unstoppable rover Opportunity continues to roll around on the Red Planet, checking on craters and routing out rocks. A nine month mission has now stretched to six years. Now, this amazing robot is about to make tracks to a distant crater and one of the most amazing destinations of all. From NASA JPL.","3m 18s","2010-01-28T20:35:26Z"
wnb20chqbxM,"The Beauty Of Stars Being Born","Hubblecast explores new Hubble Space Telescope images of star birth in the Orion Nebula, and animations illustrating how it happens. ESA Hubble, with the famous Dr. J.","4m 35s","2010-01-21T02:17:27Z"
3u810PTA5Tc,"Nibiru-Planet X Now Approaching Earth!","Our team has accidentally run across a secret government video tape that tells the real story behind 2012. An Alien Civilization parked around the planet Saturn is spreading conspiracy theories to distract Earthlings from their ultimate mission: to take control of the Galaxy. Will ordinary humans find out in time?","6m 11s","2010-01-15T21:57:48Z"
v3Kcw0UrIFI,"The Search For Earth-Like Planets - Version 1","See the expanded and updated version of this show on... http://www.youtube.com/watch?v=PxG66QMd4wE The search for Earth-like planets is reaching a fever-pitch. Does the evidence so far help shed light on the ancient question: Is the galaxy filled with life, or is Earth just a beautiful, lonely aberration? If things dont work out on this planet Or if our itch to explore becomes unbearable at some point in the future Astronomers have recently found out what kind of galactic real estate might be available to us. Well have to develop advanced transport to land there, 20 light years away. The question right now: is it worth the trip? If things don't work out on this planet... Or if our itch to explore becomes unbearable at some point in the future... Astronomers have recently found out what kind of galactic real estate might be available to us. We'll have to develop advanced transport to land there, 20 light years away.... But that's for later. The question right now: is it worth the trip? The destination is a star that you can't see with your naked eye, in the southern constellation Libra, called Gliese 581. Identified over 40 years ago by the German astronomer Wilhelm Gliese, it's a red dwarf with 31% of the Sun's mass... and only 1.3% of its luminosity. Until recently, the so-called M Stars like Gliese 581 flew below the radar of planet hunters. They give off so little energy that a planet would have to orbit dangerously close just to get enough heat. Now, these unlikely realms are beginning to show some promise... as their dim light yields to precision technologies... ...as well as supercomputers... honed in the battle to understand global changes on this planet... Earth. Will we now begin to detect signs of alien life? Or will these worlds, and the galaxy itself, turn out to be lifeless... and Earth, just a beautiful, lonely aberration? To some, like astronomer and author Carl Sagan, the sheer number and diversity of stars makes it, as he said, ""far more likely that the universe is brimming over with life."" This so-called ""many worlds"" view can be traced back to ancient observers... in China, India, Greece and Egypt. The Qur'an, the Talmud, and many Hindu texts all imagined a universe full of living beings. In the 16th Century, this view got a boost from astronomer and mathematician Nikolas Copernicus... who came to believe that Earth is not the center of the universe, but revolves around the Sun. Seven decades after Copernicus, Galileo Galilei used his newly developed telescope to show that our Sun was just one among countless other stars in the universe. By the modern era, the ""many worlds"" view held sway in scientific circles. A variety of thinkers considered what and who inhabited worlds beyond our own. From Martians desperate to get off their planet... to alien invaders intent on launching pre-emptive strikes against ours... or simple life forms on an evolutionary track to complexity. But other thinkers have been struck by a different view. The Greek philosophers Aristotle and Ptolemy believed that humans and Earth are unique. With the spread of Christianity, this Ptolemaic system became widely accepted. The latest variation on this theme is what's called the ""Rare Earth"" hypothesis. It holds that Earth and sophisticated life were the result of fortuitous circumstances that may not be easy to find again in our galaxy. Does the current search for planets shed light on this debate... sending it in one direction or the other? So far, our only good reference for recognizing an Earth-like planet is... Earth. It does have some fortuitous characteristics... it's dense, it's rocky -- with a complex make-up of minerals and organic compounds -- and it has lots and lots of water. It's also got a nearly circular orbit around the Sun, at a distance that allows liquid water to flow... not too close and not too far away, in the so-called ""Habitable Zone."" That's defined as the range of distance from a parent star that a planet would need to maintain surface temperatures between the freezing and boiling points of water. Of course, that depends on the size of the planet, the make-up of its atmosphere, and a host of other factors. And whether the parent star is large; medium like the Sun; or small. Some scientists also believe we live in a ""Galactic Habitable Zone."" We're close enough to the galactic center to be infused with heavy elements generated by countless stellar explosions over the eons... But far enough away from deadly gamma radiation that roars out of the center. If there is a galactic habitable zone... it's thought to lie 26,000 light years from the center... about where we are... give or take about 6,000 light years.","21m 29s","2010-01-09T03:05:06Z"
bW2ox6BJjHY,"Volcano Hot Pulse of Fire","Hawaiian volcano pulsing and spitting fire and lava. Feel the beat in the power and beauty of nature in timelapse. Footage from the US Geological Survey (USGS). Music by Kevin MacLeod. Experience Kevin's music on http://www.Incompetech.com","3m 1s","2009-12-22T17:03:36Z"
EgrdAUFFMrA,"Colonizing Space - '70s Style!","A NASA video from a time of great optimism about space exploration. The Apollo missions were completed and the Space Shuttle program was underway. How soon before cheap and frequent flights to space would allow the construction of O'Neal colonies and mining camps on the Moon? This visionary approach calls for tiered greenhouses in space and unlimited solar power beamed back to Earth... all before the year 2000!","4m 33s","2009-12-11T18:49:28Z"
KCADH3x56eE,"Supermassive Black Hole in the Milky Way Galaxy (Version 1)","See the updated, expanded version of this video: https://www.youtube.com/watch?v=XwkMCHf516s From a distance, our galaxy would look like a flat spiral, some 100,000 light years across, with pockets of gas, clouds of dust, and about 400 billion stars rotating around the galaxys center. Thick dust and blinding starlight have long obscured our vision into the mysterious inner regions of the galactic center. And yet, the clues have been piling up, that something important, something strange is going on in there. Astronomers tracking stars in the center of the galaxy have found the best proof to date that black holes exist. Now, they are shooting for the first direct image of a black hole. From a distance, our galaxy would look something like this. A flat spiral, some 100,000 light years across, with pockets of gas, clouds of dust, and about 400 billion stars rotating around the galaxy's center. That center -- bulging up and out of the galactic disk -- is tightly packed with stars. Thick dust and blinding starlight have long obscured our vision into the mysterious inner regions of this so-called ""bulge."" And yet, the clues have been piling up, that something important...something strange... is going on in there. The first to take notice was the physicist Karl Jansky back in the 1930s. He was asked by his employer, Bell Telephone Labs, to investigate sources of static that might interfere with what it saw as the killer app of its time... radio voice transmissions. Using this ungainly radio receiver... Jansky methodically scanned the airwaves. He documented thunderstorms, near and far... and another signal he could not explain. It sounded like steam -- a hiss of radio noise. Jansky narrowed it to a spot in the constellation of Sagittarius, in the direction of the center of the galaxy. Located within a larger pattern of radio emissions... ... Jansky's sighting would become known as Sagittarius A*. The word of Jansky's finding got out. He assured the public that it was not aliens seeking contact. But that's just about all anyone could say... for over three decades. Then Erik Becklin got on the case. Becklin is one of those rare researchers whose curiosity and determination push our understanding to a whole new level. It was the 1960's and astronomy, like society, was in a period of ferment. Startling new observations were being made... and new interpretations were in the air. Quasars had just been discovered... extremely bright beacons of light from deep space. Were they coming from the centers of distant galaxies? And what powerful objects were generating them? To study an event at the center of a galaxy, you have locate it. Young Becklin first took aim at our neighboring galaxy, Andromeda. In ultraviolet light, you can see a dense glow in the middle. Becklin found the point where the light reaches peak intensity... and marked it as the Center. From our orientation in space, all of the Andromeda galaxy is in full view. But our galaxy is a different story. We live inside it, of course. Becklin had to find a way to see through all the dust and gas that obscure our line of sight into the center. So he went to a military contractor... ...and obtained a device that reads infrared light... whose wavelengths are similar to the distances between particles in a dust cloud, allowing them to move right through. Becklin began measuring the brightness of the light as it rose to a peak... marking the location of the galactic center. Pinpointing this site would now allow astronomers to begin probing for details with a new generation of powerful telescopes... to peer into the bright lights... the forbidden zones... deep in the heart of the Milky Way. Becklin wasn't the only astronomer interested in the galactic center. Reinhardt Genzel, and a team based at the Max Planck Institute for Extraterrestrial Physics in Germany, began a similar campaign in 1990... from the New Technology Telescope in the mountains of Chile. A few years later, in 1993, high atop Hawaii's Mauna Kea volcano... Eric Becklin and colleagues, including Andrea Ghez, began using the newly christened Keck Telescope. The American and German groups shared the same goal... to pinpoint the precise location of Sagittarius A*, and find out what it is. Because the object is too small to see... at 26,000 light years away... they would study it by tracking the orbits of stars around it. Even seeing them would take the sensitivity of Keck's wide aperture; an instrument powerful enough to detect a single candle flame at the distance of the moon... Meanwhile, using a similar technique, astronomers had focused the new Hubble Space Telescope on a different galaxy... a giant elliptical cloud of nearly a billion stars, lying some 50 million light years away called M87.","20m 9s","2009-12-09T17:56:57Z"
"vRZeyGH-PHk","Largest Black Holes in the Universe (Les Plus Gros Trous Noirs de l'Univers)","On ne les a jamais directement vus, pourtant nous savons quils sont là, rôdant au milieu de denses amas détoiles, ou errant dans les nébuleuses de la galaxie, où ils chassent les étoiles, ou avalent des planètes entières. Les plus gros trous noirs de l'univers.","19m 16s","2009-12-08T21:31:15Z"
YUhEigdFFyI,"NASA Response to Crazy 2012 Claims","Watch this and other space videos at http://SpaceRip.com NASA JPL ""Reality Check"" on all those wacky ideas surrounding the upcoming shift in the ancient Mayan calendar. Our favorite is the planet ""Nibiru"" that's said to be hurtling into the solar system on its way to Earth.","3m 25s","2009-12-07T14:40:29Z"
"51UzH2f1F-k","Saturn Sensational ""One Ring"" Discovery","Discovery of a huge unseen ring around Saturn, from Spitzer Space Telescope's Hidden Universe series.","4m 57s","2009-11-28T14:54:42Z"
7AmyfuJDMlY,"Saturn's Beautiful Aurora","Beautiful space weather on Saturn, from the Cassini spacecraft. From NASA/JPL.","2m 8s","2009-11-25T20:13:46Z"
1ywiO44ypuE,"Apollo 12 on the Ocean of Storms","Ultra high-resolution photos of this historic second manned mission to the moon, including breathtaking photos of the lunar surface. Credit NASA.","3m 11s","2009-11-19T01:32:09Z"
"5OFThORmR-s","When Will Time End? (Version 1)","Watch the EXPANDED and UPDATED version on... http://www.youtube.com/watch?v=GOa2L8_IAnQ It now seems that our entire universe is living on borrowed time. How long it can survive depends on whether Stephen Hawking's theory checks out. Special thanks to Ivan Bridgewater for use of footage. Time is flying by on this busy, crowded planet... as life changes and evolves from second to second. And yet the arc of human lifespan is getting longer: 65 years is the global average ... way up from just 20 in the Stone Age. Modern science, however, provides a humbling perspective. Our lives... indeed the life span of the human species... is just a blip compared to the age of the universe, at 13.7 billion years and counting. It now seems that our entire universe is living on borrowed time... And that even it may be just a blip within the grand sweep of deep time. Scholars debate whether time is a property of the universe... or a human invention. What's certain is that we use the ticking of all kinds of clocks... from the decay of radioactive elements to the oscillation of light beams... to chart and measure a changing universe... to understand how it works and what drives it. Our own major reference for the passage of time is the 24-hour day... the time it takes the Earth to rotate once. Well, it's actually 23 hours, 56 minutes and 4.1 seconds... approximately... if you're judging by the stars, not the sun. Earth acquired its spin during its birth, from the bombardment of rocks and dust that formed it. But it's gradually losing that rotation to drag from the moon's gravity. That's why, in the time of the dinosaurs, a year was 370 days... and why we have to add a leap second to our clocks about every 18 months. In a few hundred million years, we'll gain a whole hour. The day-night cycle is so reliable that it has come to regulate our internal chemistry. The fading rays of the sun, picked up by the retinas in our eyes, set our so-called ""circadian rhythms"" in motion. That's when our brains begin to secrete melatonin, a hormone that tells our bodies to get ready for sleep. Long ago, this may have been an adaptation to keep us quiet and clear of night-time predators. Finally, in the light of morning, the flow of melatonin stops. Our blood pressure spikes... body temperature and heart rate rise as we move out into the world. Over the days ... and years... we march to the beat of our biology. But with our minds, we have learned to follow time's trail out to longer and longer intervals. Philosophers have wondered... does time move like an arrow... with all the phenomena in nature pushing toward an inevitable end? Or perhaps, it moves in cycles that endlessly repeat... and even perhaps restore what is there? We know from precise measurements that the Earth goes around the sun once every 365.256366 days. As the Earth orbits, with each hemisphere tilting toward and away from its parent star, the seasons bring on cycles of life... birth and reproduction... decay and death. Only about one billionth of the Sun's energy actually hits the Earth. And much of that gets absorbed by dust and water vapor in the upper atmosphere. What does make it down to the surface sets many planetary processes in motion. You can see it in the annual melting and refreezing of ice at the poles... the ebb and flow of heat in the tropical oceans... The seasonal cycles of chlorophyll production in plants on land and at sea... and in the biosphere at large. These cycles are embedded in still longer Earth cycles. Ocean currents, for example, are thought to make complete cycles ranging from four to around sixteen centuries. Moving out in time, as the Earth rotates on its axis, it completes a series of interlocking wobbles called Milankovic cycles every 23 to 41,000 years. They have been blamed for the onset of ice ages about every one hundred thousand years. Then there's the carbon cycle. It begins with rainfall over the oceans and coastal waves that pull carbon dioxide into the sea.","21m 15s","2009-11-11T03:04:38Z"
nByekIx7XXw,"New Discovery about the Fabric of Space-Time","Scientists have turned up rare evidence that space-time is smooth as Einstein predicted, while pushing closer to a complete theory of gravity. From NASA Goddard Space Flight Center, Fermi Gamma Ray Space Telescope.","5m 46s","2009-11-07T22:25:35Z"
